StockCode,Alpha,Beta,SharpeRatio,Volatility,Return,Year,RiskScore
szse.000629,0.0012298969146423,0.9251987073194892,0.1007483678516814,0.0234204947243719,0.6701427543621176,2014,0.6154220012870504
szse.000630,0.0008283543084307,1.0415411969526798,0.0914358640366618,0.0224181096970075,0.5819427475970717,2014,0.5625811967189759
szse.000651,-0.000197693157496,0.9543585065450516,0.0464590405581143,0.0196937016924322,0.2157043326666491,2014,0.2907991518791258
szse.000656,0.0016567847934837,1.221772068369123,0.1039586138121321,0.0298504708134937,0.950468976446208,2014,0.6655936129917155
szse.000686,0.002389680396407,1.4875432912198048,0.1395390787303851,0.0298686531002015,1.5292012339501877,2014,0.8934910620253599
szse.000703,0.0002095204080844,0.7321587231548008,0.0378187338198424,0.0270777290116175,0.1966474465103633,2014,0.24072144772054815
szse.000709,0.0018832543660046,0.8651776245224935,0.127513466495664,0.022621787883389,0.9361588738473224,2014,0.7716948310070385
szse.000718,0.0011329919344396,0.8722135857456218,0.0767049113964296,0.0271720237613737,0.5232613369993652,2014,0.4829926984016499
szse.000725,0.0011305531137816,0.7288371182881459,0.112397284318268,0.0174532807833078,0.5849056603773582,2014,0.6601503087296299
szse.000728,0.0034146457581424,1.335801234189751,0.1695355483232316,0.0295124272336183,2.105790397989049,2014,1.0725372400541617
szse.000729,-0.000859232468798,0.7400304913894934,-0.0009204552060584,0.0153322743620045,-0.0127536110215926,2014,0.011194777543430416
szse.000750,0.0006427329974283,1.2316249591376365,0.0744037329888919,0.027447833972959,0.5274891104303869,2014,0.4801715767277074
szse.000758,0.0001559313613941,1.127057539440301,0.0728521233311958,0.0203719200132271,0.392484389538342,2014,0.45090461351342453
szse.000768,0.0017031212408734,1.100574694533918,0.1181587281432528,0.0271703696559869,0.963806734456325,2014,0.7323813237146856
szse.000776,0.0019357784073546,1.271569851355263,0.1327148636498125,0.0259749314824889,1.137930932940208,2014,0.8284692631542463
szse.000778,0.0010003272304588,0.6917454823005587,0.0886570096339088,0.0201357768852584,0.5007072662395776,2014,0.5298312708719559
szse.000783,0.0035708287576305,1.5110213709059974,0.1769791118168912,0.0304941821854804,2.362680772008741,2014,1.128645611311649
szse.000792,6.745772082996856e-05,0.919821642874702,0.0655143093791597,0.0193730347982117,0.2958861943736998,2014,0.39539351112447885
szse.000793,-0.0014827207311216,0.7580525883120866,-0.0109784340850104,0.0208557035455463,-0.0653316761429072,2014,-0.0641464295055126
szse.000800,-6.497922255436573e-05,1.0954851563106005,0.0523260268045862,0.0233883313484932,0.2864896315822812,2014,0.33402821924424464
szse.000826,-0.0008281649910553,0.9270131564983326,0.0166359750412933,0.0207370558724807,0.0496839273821253,2014,0.11309738248448975
szse.000831,0.0004980798945589,0.9364183123037096,0.0642828518434327,0.0247084653796589,0.3961824953445062,2014,0.40283361160890174
szse.000839,0.0014675595564653,1.048563152983389,0.1055684241336841,0.0255548881531303,0.8193316986054724,2014,0.6565581695045141
szse.000858,0.0005793517823443,0.8838724161609607,0.0887157228186709,0.0180803893863051,0.4490674474955178,2014,0.5304262849513344
szse.000869,0.0001895553673926,0.9418394909731272,0.065976494382425,0.0195004722469536,0.3324957000150828,2014,0.4036770819658408
szse.000876,-0.0010744190462189,0.933700086894165,0.0006131406001221,0.0202870180058429,-0.0271114391673333,2014,0.023047170597933375
szse.000878,0.0012023897623527,1.1738020307570736,0.1233559095345371,0.0253034357566869,0.6899408284023666,2014,0.7475270357882051
szse.000895,-0.0021328673686151,0.7273090822031903,-0.0685815104815511,0.0190084237379755,-0.2906426436517235,2014,-0.3834226340527565
szse.000933,-0.0003664305219982,1.269919751400563,0.0505829456306426,0.0225391402135874,0.2664222293348007,2014,0.3277133946185297
szse.000937,-0.0007035804578107,1.2921934426606134,0.0344669778759648,0.0241027267564222,0.1640674887735928,2014,0.23401978331027531
szse.000960,0.0021429228281663,1.0051835964420195,0.1101060597928287,0.0284347500931725,0.6587225929456625,2014,0.6991301295493008
szse.000961,0.0016520601527419,1.334220276902935,0.1027874255555392,0.0315101439931059,0.992889291434492,2014,0.6668655217249457
szse.000963,-0.0002496600592536,0.6437468130278294,0.0251274936811919,0.0229595968691892,0.0952173560962318,2014,0.15504629114314353
szse.000970,-0.0006163642018834,1.1759492781485423,0.0318321829615275,0.0242794736376919,0.146787226881251,2014,0.21495134827043202
szse.000983,-0.0005165933466547,1.1566949616322697,0.0391848032836393,0.0216565154763629,0.1849562038544416,2014,0.2561168426699398
szse.000999,-0.0013890537037317,0.8166894875050983,-0.0190234692843525,0.0178354903950582,-0.0905034539521994,2014,-0.0960208650923072
szse.002001,4.592577074289045e-05,0.7505333668665872,0.0445103241314031,0.0203133824760798,0.2094481195313694,2014,0.27410487760274127
szse.002007,-0.0002421326186501,0.7838768577594222,0.033001833402187,0.0199296847132574,0.1404889175819826,2014,0.20760260201356873
szse.002024,-0.0009577993627688,1.046740766135286,0.0077732403483182,0.025407292874925,-0.010989010989011,2014,0.06947880736484087
szse.002038,-0.0017487229769215,0.5393468874569644,-0.0631887099898514,0.0182642769008046,-0.2617894581001639,2014,-0.3556283459299282
szse.002051,0.0009298618741752,1.0789268341103626,0.0805179897443296,0.0274557702294833,0.5903754665673248,2014,0.510403521948651
szse.002065,0.0001521083159877,0.9881894272366314,0.0270010994838206,0.0361414701840081,0.0650774759256043,2014,0.1974135399531138
szse.002069,-0.0014499200167171,0.6725108963929509,-0.0386535197191783,0.0240107029960768,-0.1945167080631472,2014,-0.2126226929103697
szse.002081,-0.0005670144991346,1.0696037971765064,0.0336457731564613,0.0256413882852238,0.1502102645781532,2014,0.21739546659488448
szse.002106,-0.0008846534390698,1.133147646300633,0.0190318119325382,0.0237052830781128,0.0628793468154568,2014,0.13701008707608928
szse.002129,-0.0002008463813761,0.9035182060235326,0.0333649279024423,0.0254945971722727,0.1585030269675287,2014,0.21681248602257225
szse.002142,0.001688966571232,0.7405635300553485,0.1253977574886966,0.0203452042951687,0.8021021593585733,2014,0.7459297521576057
szse.002146,0.000916910977879,1.2696497257815964,0.0771327898711788,0.031414662459555,0.6353821530231617,2014,0.5046147435577797
szse.002155,0.0001156040446593,1.030594358102362,0.0540998998624766,0.0226857383408362,0.2857335806316809,2014,0.3451237781492236
szse.002202,0.0014673267662308,0.8943882479626405,0.0988018171026899,0.0241833841701091,0.6831510677492448,2014,0.6112450571891022
szse.002230,-0.0008369162737464,0.7806818490019823,0.0005903973992543,0.025485147096519,-0.0534941578465018,2014,0.01730284563437412
szse.002236,-0.0035612022957073,0.9315254873895928,-0.097576148586084,0.0253859044675257,-0.4856424727423481,2014,-0.5710722300627219
szse.002241,-0.0026096953979785,0.893114404394964,-0.0706518858481493,0.0219788582190169,-0.3400121239941839,2014,-0.40035158778429664
szse.002269,-0.0010825663189453,0.7377742250691436,-0.0104120744959367,0.0230754005451838,-0.0991710692439909,2014,-0.04965605505023049
szse.002294,-0.0006357862251126,0.7215322740105108,0.0101079911630883,0.0184254345887733,0.0239902931050076,2014,0.07258461561315566
szse.002299,0.0004110065917401,0.8108075879761533,0.058386005291744,0.0241475495569636,0.319082377476538,2014,0.36055311320256156
szse.002304,0.0021716413395956,0.7743193803968924,0.1240718155208236,0.0246595929452273,0.997596581193496,2014,0.7565595813894909
szse.002310,-0.0014586450601255,0.8114200027437268,-0.029042131532634,0.019115493420538,-0.14817908053683,2014,-0.15084988370153574
szse.002344,-0.0020908839209931,1.029667883456485,-0.0409954039441365,0.020998839494377,-0.2129170356630265,2014,-0.21943900549099374
szse.002353,-0.0030721199549642,0.9350692310718672,-0.0801084072419665,0.0247608611795183,-0.4171325306660779,2014,-0.4636303553712482
szse.002375,-0.0007535413611499,0.7941831766522464,0.0042193870412792,0.0259406492800563,-0.0317689266019384,2014,0.039605314072013446
szse.002385,-0.0021163512865734,1.047006835189184,-0.0321689417789218,0.0242689759927303,-0.2120308081077258,2014,-0.1756430130318329
szse.002399,0.0004730442905955,0.5387904191930011,0.0578345222654317,0.0192532060116879,0.2762127550255455,2014,0.34243137404213786
szse.002415,-0.0007986804204133,0.8834046766547342,0.0045076356177286,0.021933779373439,-0.0149199145539351,2014,0.048214750438354645
szse.002422,-0.0009672217649433,0.7428164590055086,-0.0054240373339051,0.0200302588389518,-0.0509379406666884,2014,-0.018011997837824457
szse.002431,-0.0009444043128262,0.9651471909473622,0.0111657644081929,0.0188062061816423,0.0273848418261453,2014,0.08480958468783477
szse.002450,-6.280709895406132e-05,0.7459897065934813,0.0407772026355055,0.0218760000713507,0.178259740029446,2014,0.2499484603065852
szse.002456,-0.0026485017274131,1.0241790313268906,-0.037316433808767,0.0248312748591936,-0.214412397799615,2014,-0.22296544557911016
szse.002500,0.0021008620815167,1.4152720046037552,0.1352941614667042,0.0280042914605041,1.3363533817087048,2014,0.8571094147498141
szse.002570,-0.0007328499165393,0.6470189320346271,-0.0184327427262028,0.0254662192103721,-0.1216373642198838,2014,-0.08621738650346925
szse.002594,-0.0007323338705099,0.8730456742545074,0.0107184986602175,0.0260125274352584,0.0057151830392413,2014,0.0794194865856166
szse.002603,-0.0013445200111478,0.7615982535762721,-0.022020439334334,0.0214564007852917,-0.1411331759354843,2014,-0.11578188249684217
szse.002653,-0.0014857139306654,0.6847726836365011,-0.0351956371057215,0.0201606474274699,-0.1839547008590277,2014,-0.19323804576101467
szse.002673,0.0032417343082565,1.4330545394459926,0.1572544653247981,0.0304883305394765,1.8687548735711053,2014,1.0101927638888002
sse.600000,0.0016916969640049,0.7644530532805346,0.1357747286588819,0.0185942930625053,0.8049936410673072,2014,0.8018362482975269
sse.600008,0.0013482036170727,1.0334825486336665,0.1171580449283892,0.021847494552911,0.7968170030528715,2014,0.7124760249936539
sse.600009,0.0005505188857122,0.7234791160751728,0.0876060475383733,0.0156950270472324,0.3837737315166278,2014,0.5131242877712039
sse.600010,0.0013087094708796,1.031241593937942,0.0943704142665991,0.0266748690902745,0.7298253213982117,2014,0.5917022205768664
sse.600011,0.0019715101611901,0.5986954040091014,0.144567225602375,0.0182628928744042,0.8636680228880472,2014,0.8447282295420037
sse.600015,0.0014977235159478,0.7366737624275107,0.1136305140224226,0.0205812098097675,0.713480936899761,2014,0.6784714058563496
sse.600016,0.0015035453075195,0.7395644353670306,0.1100804790857764,0.0213306064232787,0.7115244559858694,2014,0.6603248009070964
sse.600018,0.0002270422092457,0.9000725668403262,0.0553606035808962,0.0245497814382083,0.2551066466739637,2014,0.3448964705728029
sse.600019,0.0015733638525245,0.7771952560591722,0.1276050950346013,0.0193164124195045,0.7776784708654395,2014,0.7563616510159075
sse.600027,0.0032351594535597,0.7354420872007208,0.190056970057133,0.0210546803999037,1.5046237721970512,2014,1.1312458680499797
sse.600028,0.0012221182920454,0.5414727009489845,0.0987207863272101,0.0184297418710307,0.524958587338358,2014,0.5790395344494389
sse.600029,0.0018468939983813,0.8523234204051656,0.1298919932433079,0.0218040970682986,0.9207229861544428,2014,0.7820555627555944
sse.600030,0.0029648704558598,1.2057029858451538,0.1626747376829894,0.0269939997580145,1.7236323465519594,2014,1.0130951357302027
sse.600031,0.0009170004289093,0.9854150865391192,0.1010174632523791,0.0202982653901884,0.5970809744765362,2014,0.6117590410102174
sse.600036,0.0013551954631957,0.6609502192922297,0.1258377193050953,0.0167009336890522,0.6455730947162085,2014,0.732327557451922
sse.600048,0.0019562942790845,1.076697673970785,0.1250136578958975,0.0257703158757315,1.0646187622313328,2014,0.7754780337919635
sse.600050,0.0009094143621926,0.8606818006179647,0.1046487159615331,0.018205009881368,0.558522436836771,2014,0.6219600923770758
sse.600058,-0.0004860509718666,1.072355441486852,0.0387801840134798,0.0232006484694715,0.1820955836910485,2014,0.24806904611632094
sse.600060,-0.000633306929827,0.803235107582325,0.0145835434697338,0.0199337532049246,0.0435792527185395,2014,0.10081690676872668
sse.600062,-0.0011782268236886,0.693604265813376,-0.0159016082018393,0.0187730510930851,-0.0854737554404306,2014,-0.08213117021842983
sse.600066,0.0003911629559697,0.8289888357524905,0.0689606271519833,0.020740159972226,0.3176329681239151,2014,0.4171288031408696
sse.600068,0.0029391505739405,0.9453761766824303,0.1735866716120934,0.0234053859359565,1.434833514345808,2014,1.0506737075663075
sse.600079,-0.001011172118657,0.5139805090479997,-0.0242895055220225,0.0181541079188784,-0.1183922232743632,2014,-0.1320574048242113
sse.600085,-0.00042183006139,0.5966000124781526,0.0172495307240435,0.0141603891539447,0.0560313318351278,2014,0.10980204376529362
sse.600089,-0.0001830868376592,1.032168192555725,0.0508205832871907,0.0203591190849543,0.2390167191097963,2014,0.3190433175057824
sse.600096,0.0009589913357673,1.000578996351978,0.0598636659336708,0.0271532596540497,0.3593665212360006,2014,0.4001065894386499
sse.600100,-0.0004161713186162,0.9479961054007946,0.0357082568779878,0.0231404973871532,0.1593824025973239,2014,0.22567101085098823
sse.600104,0.0010510946443809,0.9735045878839048,0.1152273371644074,0.0189853939694142,0.6634032150057697,2014,0.689084896863251
sse.600108,-0.0001237577793811,0.8355651476915186,0.0336235486532432,0.0250005796198552,0.1600101891489297,2014,0.21612228258125388
sse.600109,0.0025411719918885,1.511784242997293,0.117261907742579,0.0355850952559134,1.3408594265598055,2014,0.78362927163218
sse.600111,-0.0003436050687614,0.9630553988626552,0.0412053966589566,0.0189269873150818,0.1810399317812037,2014,0.2597599000112946
sse.600115,0.0017854170253397,0.90147867547217,0.1119293666173804,0.0253021726405868,0.8836363636363641,2014,0.689703890125481
sse.600118,0.0004532338621418,1.3034816353832217,0.0746848507109238,0.0268013171718143,0.5229600159708077,2014,0.48051127534028903
sse.600123,-0.001155050214915,1.1314666134942082,0.0086021869181873,0.0207690733826688,0.0104909016994011,2014,0.07543208792945479
sse.600143,4.90383528200136e-05,0.8519126546133594,0.0548088099243342,0.0188621002318655,0.2567894717750564,2014,0.3351976575349738
sse.600150,0.0006262162280336,1.294070367440295,0.0702344678349963,0.0307952445080246,0.5409653632079583,2014,0.4610770103704027
sse.600153,0.0007912116538498,0.893028899421701,0.0944789201011427,0.0225480120989643,0.5901999192539509,2014,0.565768975930278
sse.600157,0.0010076824171625,1.1430761850774158,0.0918804510209663,0.0322133236846071,0.6806646066481045,2014,0.5735323510329603
sse.600160,0.0001075463990114,0.9055083492662396,0.0517843610830641,0.0239111174914181,0.2846405242968511,2014,0.32307431188956964
sse.600166,-7.47375398981202e-05,0.9469936152318108,0.0545183981746641,0.0188691027893599,0.2551916669980786,2014,0.33632708965134567
sse.600170,0.0014226509100347,0.9977974999656086,0.1212620456571687,0.0214831419066544,0.8157256881957284,2014,0.7336892196579101
sse.600177,0.0013995997905549,1.0019742571384138,0.1140019441508125,0.0209735517687425,0.647841535916043,2014,0.6962940534838098
sse.600188,0.0006007059207646,1.3243336040519178,0.0749973841550982,0.0270610705754073,0.5281444651809787,2014,0.4887774505500382
sse.600196,-0.0003189582666142,0.8734342003818579,0.0285368647154537,0.0227043368284786,0.1207994535626074,2014,0.1871552491129402
sse.600208,0.0031974379732776,0.7361090800825507,0.1592688500272117,0.0247601050868913,1.3416532478840788,2014,0.97040725797421
sse.600216,-0.000681917509713,0.8406864786318824,0.0165510151741528,0.0174515525470113,0.0541243463140476,2014,0.11324964622447861
sse.600219,0.0013794463809178,0.9402743306206588,0.1299649589861839,0.0190398258124685,0.7838733759628561,2014,0.7737348054003765
sse.600221,0.0015705217291245,0.6853535691098382,0.114330301884726,0.0205316862689174,0.7185929648241204,2014,0.680879035025026
sse.600252,-0.0001658697885236,0.8408389348160064,0.0470366947778803,0.0171159757620362,0.1975548488784215,2014,0.2878683804695259
sse.600256,-0.0009573442066741,0.8130466524403898,0.0001238510924161,0.0235074013060152,-0.045662100456621,2014,0.014070361818491143
sse.600259,0.0005647458005174,0.9845301107087104,0.0748692770741794,0.0229072545266969,0.4545930384716042,2014,0.46391296417212263
sse.600266,0.0034730878644832,1.2614177300702285,0.1709636633953538,0.0290646689707415,2.089270392318696,2014,1.076666009951987
sse.600267,-0.0004148979415828,0.8166588790649122,0.0324841043298727,0.0161885107527535,0.1226315148694431,2014,0.2032142749149757
sse.600271,0.0005998248542784,1.123530764377416,0.0789175709436062,0.0243751674670095,0.5156485659118488,2014,0.49538388340639555
sse.600276,-0.0002556458850385,0.510898040359968,0.0174766166829711,0.0173644133151937,0.0582819527170087,2014,0.10883908041239247
sse.600309,-0.0004815934952754,0.8850823559949098,0.0296528240326075,0.0183651911120634,0.1177636173710734,2014,0.19024468989717125
sse.600315,-0.0016747311605604,0.6086477909987997,-0.0432566924832582,0.0213677334145505,-0.2287517637182552,2014,-0.24751511106681456
sse.600316,0.0005117117427365,1.30078285073467,0.0708302569292554,0.0290378959982987,0.5203231457721275,2014,0.4614762899476636
sse.600332,-0.0009249720438639,0.9157153290794776,-0.0015605416604498,0.0200306882402466,-0.0329313899899163,2014,0.01606230291892482
sse.600340,0.0022788264240903,1.1503837920455224,0.1112369728220724,0.0326883084520241,1.1734230537842265,2014,0.7182383946670758
sse.600348,-0.0001651856115207,1.26909145828372,0.0537505642320117,0.0249356850411264,0.3120209974549978,2014,0.3497626651402245
sse.600352,0.0011121042221491,0.7079047900272578,0.0852181262461799,0.0226462260130014,0.5203374048786982,2014,0.5160748213180516
sse.600362,0.0001740713273694,0.9750258041674608,0.0706846522191713,0.0185685550306262,0.3468260194170508,2014,0.430173086594203
sse.600369,0.0039149556877713,1.039624673196198,0.1600213907882366,0.028390829991628,1.31729441959648,2014,1.020382919437098
sse.600372,-0.0003933875647809,1.1293700100389834,0.0348791620839892,0.0268843936829473,0.1745084318089504,2014,0.23366158989705135
sse.600376,0.0021357858428237,1.0136840197495456,0.1242583114749144,0.0267384889291274,1.10305519106009,2014,0.7728367432253531
sse.600383,0.00196125194407,0.6094816291598916,0.1038695224714456,0.0260018834005917,0.8094267874815665,2014,0.6327487526137349
sse.600395,0.0009783808439267,1.4460805506580006,0.0862770133546013,0.0313500776171878,0.7515442456345441,2014,0.5666955991850001
sse.600403,-0.0015590862927144,1.0848153232088416,-0.012481890131425,0.0227214533022772,-0.1065318621220187,2014,-0.05138160955621211
sse.600406,-0.0010091378557567,1.0253757843531377,0.0081284709493432,0.0236390617693557,-0.001361110109558,2014,0.06882907376513807
sse.600415,0.0021659849611097,1.107153527115433,0.1414815604591224,0.0245215494166302,1.2092806122006396,2014,0.8701581642251216
sse.600436,-0.0011646601715922,0.7159262120963038,-0.0176501374775322,0.0198087574901086,-0.1070755203340174,2014,-0.08949715471107028
sse.600489,-1.723693683611054e-05,0.8286105957276664,0.048930346851632,0.0191792711227823,0.2263738500367652,2014,0.3008551077228146
sse.600497,0.0003716864855007,1.1310696206830808,0.0690802596157193,0.0239832078383785,0.3028142048891772,2014,0.4376670299816129
sse.600498,-0.0012506817657274,1.138527638415503,0.0067028622552975,0.0218577681752923,-0.002565734362826,2014,0.06223997505668983
sse.600516,0.0003217116054849,0.9677773559264404,0.0514240774970172,0.02754918081385,0.3118668261149613,2014,0.3315359208092245
sse.600518,-0.0015106887688189,0.8429696540553973,-0.0329062903280302,0.0163215144351955,-0.1343182135599277,2014,-0.16865353677428058
sse.600519,0.00143318544725,0.7511780704499466,0.1167412274481316,0.019635048240379,0.7011655233698051,2014,0.6936669560996789
sse.600528,0.0037833290152433,0.8872666522645193,0.1777101332451504,0.0270790901887301,2.0172927276034094,2014,1.0956357358029096
sse.600535,-0.0008406015032951,0.4891995303384073,-0.0159075423350558,0.016589076878851,-0.0721695425162076,2014,-0.08407232579288938
sse.600546,-0.000737596980581,1.3984888765808128,0.0338119980816952,0.0274875621316474,0.1681832737697992,2014,0.23551041688440225
sse.600547,0.0001580378876072,0.8246110097249679,0.0349799323589738,0.0222878300471435,0.1067697152872523,2014,0.23375934805459694
sse.600549,0.0002110683667655,1.0550608911323338,0.0703511496926595,0.0234842714221092,0.4067596051718694,2014,0.4330811336344396
sse.600582,0.002819411452693,1.0610261447415412,0.1164011682096521,0.0289106234704633,0.7839458312822972,2014,0.7593643912984117
sse.600583,0.0006114503942863,0.7826279260289686,0.0757412749539471,0.0199328600444318,0.4047168171115292,2014,0.45669103193652544
sse.600585,0.0005586926035783,0.7998167160328367,0.0737591435862103,0.0195163358697315,0.3688089490174746,2014,0.44615939432728924
sse.600588,0.0029481399914682,1.121477256540528,0.1001291317104543,0.037550413970106,1.0819802848779807,2014,0.6805386803043726
sse.600597,-0.0014244589164742,0.7245321430722482,-0.0264147146392831,0.0226647964336226,-0.1723180546043961,2014,-0.14451167375082252
sse.600598,-0.0011720756582032,0.7532936875324849,-0.0105123645123239,0.0249272872808116,-0.1135957066189623,2014,-0.05320510337164243
sse.600600,-0.0011030422913296,0.5539149352124604,-0.0351283012407379,0.0139554599037113,-0.1167036510577916,2014,-0.18560397523298267
sse.600637,-0.0006902729719277,1.197482902668964,0.0209074855196925,0.035816908593678,0.0229646096148145,2014,0.15183063977437347
sse.600642,0.0008271885086371,0.7566157686273279,0.1073248209753813,0.015774636321303,0.4944442065427822,2014,0.6263192813317447
sse.600648,-0.0010918671314641,1.1453385364658073,0.0099620185977125,0.0260145513449747,0.0007184545773267,2014,0.08286773935384716
sse.600649,-0.0008427962349774,0.9648163917196316,-0.0242184237381845,0.0183744875975332,-0.1020396444414072,2014,-0.09243960267439279
sse.600655,0.000890092426448,0.8887519287052439,0.0996443642758498,0.0192770165193401,0.556863667187305,2014,0.5971645255875366
sse.600660,0.0010761253699708,0.7373769830279553,0.1157351842852081,0.0165717372331879,0.5739097556827639,2014,0.6763933514027881
sse.600663,0.0023639000755046,0.998456348032249,0.132027664100037,0.0267488377516094,1.212934944069115,2014,0.819604832156451
sse.600664,0.0006317401323225,0.8614005365141351,0.0848171829508587,0.0187207966579088,0.437129546517605,2014,0.510339261237676
sse.600674,0.0016620240680592,0.8666123907203361,0.1370214650812523,0.0193610610790702,0.8549768235466737,2014,0.8143078100789999
sse.600688,0.0009890858138535,0.7012581638008493,0.0654743427472523,0.0272749597146412,0.4414472386432984,2014,0.4076777662448303
sse.600690,-0.0010547649186738,1.0128389814339036,0.0062726717405628,0.0220274676421982,-0.0062373111146006,2014,0.05763759480965771
sse.600694,0.001450410240661,0.7921583163739131,0.1351228482946019,0.0174699980472345,0.747387764327565,2014,0.7925413221098205
sse.600703,-0.0017120461973344,0.8657921443525916,-0.030258742888231,0.0235792617824812,-0.1938225805538385,2014,-0.16448155017492666
sse.600705,0.004930446579695,0.999994318336776,0.1792887889749576,0.0288338325653469,1.1265355853334322,2014,1.1520534365373434
sse.600718,0.0003776576095892,0.8548721105461338,0.0448781190971543,0.0304407256420212,0.2719763391321869,2014,0.29013146225485587
sse.600739,-0.0001814587601542,1.168656672870268,0.0481430893174682,0.0226765416958213,0.2301087578706355,2014,0.31426065927276114
sse.600741,0.0008218394695115,1.1169437117319272,0.1006219492114015,0.0212421016732906,0.625562993818224,2014,0.6155680707815523
sse.600783,0.0003481484022911,1.120177014085134,0.0630414678431728,0.0264550694611105,0.4065236226656674,2014,0.40379533202008816
sse.600795,0.0024234201044395,0.6178599487525895,0.1732454882563439,0.0179863087893009,1.0966184487858914,2014,1.0091840285093079
sse.600804,0.0003078477752962,0.8118259987937798,0.057277511048128,0.0216940745826203,0.3042490537006011,2014,0.35258627942149356
sse.600809,-0.0002619352704074,1.0993042699465512,0.0419117081859868,0.024614349084778,0.2190458946506379,2014,0.27333085076911073
sse.600811,0.000593497680186,1.1040654468082896,0.0875269353598924,0.0216276881088466,0.5288719091584424,2014,0.5392457307739678
sse.600827,0.0017805126383655,1.0227652844477904,0.1067859380882575,0.0276209454361975,0.9036723464891278,2014,0.6709427919231784
sse.600832,0.002237934486362,1.274973044051241,0.0979156956804673,0.0370008407453657,0.4338140132271527,2014,0.6555206737836596
sse.600837,0.0023723521564767,1.0273896855124582,0.1325260706190918,0.0260722129846966,1.1742541074428725,2014,0.8249600218515158
